id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,season,xA/90,npxG/90,npxGxA/90
3293,Lucas Moura,37,2446,12,10.220889555290341,5,6.092719649896026,66,55,0,0,F M S,Paris Saint Germain,11,9.460794435814023,22.506100092083216,11.131712997332215,16/17,0.22418019970999278,0.34810772658350864,0.5722879262935014
3406,Emiliano Sala,34,2573,12,10.274617386981845,4,2.748274124227464,68,32,6,0,F S,Nantes,11,8.754427041858435,13.217870116233826,3.660043711774051,16/17,0.09613084771879976,0.3062178133568827,0.40234866107568246
3477,Jimmy Briand,34,2885,12,11.797041926532984,5,4.382058348506689,71,32,2,0,F S,Guingamp,9,9.516822187229991,15.65111063607037,4.99557082913816,16/17,0.13670199354093657,0.29688526753923716,0.43358726108017376
3211,Martin Braithwaite,34,2948,11,14.011505503207445,3,3.1576493494212627,98,23,7,0,F M S,Toulouse,7,9.451132167130709,10.97918551415205,1.6323264744132757,16/17,0.09640042111530314,0.2885352425514803,0.38493566366678345
3310,Alassane Pléa,25,1853,11,14.941699469462037,2,2.47363465372473,73,24,1,0,F S,Nice,10,13.421509170904756,15.890729675069451,4.107837431132793,16/17,0.12014415479504895,0.6518811793747588,0.7720253341698077
3343,Ryad Boudebouz,33,2928,11,5.677816983312368,9,10.12030627578497,60,117,4,0,F M,Montpellier,8,3.397531531751156,11.863990258425474,6.6574824415147305,16/17,0.31107498798519373,0.10443232167267898,0.4155073096578727
5623,Lois Diony,35,2821,11,5.769298067316413,8,6.396000606939197,58,51,2,1,F S,Dijon,11,5.009202903136611,11.89298271201551,2.722039825282991,16/17,0.2040553189027039,0.1598115070125115,0.3638668259152154
3260,Enzo Crivelli,23,1998,10,7.859244681894779,1,1.2880126675590873,31,21,5,1,F,SC Bastia,10,7.099149562418461,7.144495643675327,0.9240007512271404,16/17,0.05801858862878772,0.3197815118206514,0.3778001004494391
3309,Valère Germain,36,2238,10,10.049399212002754,3,2.434055417776108,66,21,0,0,F S,Monaco,10,10.049399212002754,14.516422926448286,3.9619748378172517,16/17,0.09788426613040647,0.4041313356033279,0.5020156017337344
3228,Giovanni Sio,34,2707,9,8.481085816398263,1,3.568095473572612,79,27,6,0,F S,Rennes,9,8.481085816398263,13.709814857225865,4.694856281857938,16/17,0.11862895922480053,0.2819718224883057,0.40060078171310626
3261,Diego Rolan,29,1763,9,9.37245249003172,0,1.3333470886573195,48,17,3,1,F M S,Bordeaux,9,8.6123573705554,11.694652866572142,3.0800290554761887,16/17,0.06806649913735607,0.43965522595007717,0.5077217250874333
3420,Fabinho,37,3067,9,7.3435837011784315,1,2.558384253643453,31,33,8,0,D M S,Monaco,2,2.0229176748543978,18.127020398154855,14.364799783565104,16/17,0.07507485582911992,0.059361783742059276,0.13443663957117918
3425,Thomas Lemar,34,2611,9,6.241166643798351,10,8.695743115618825,59,74,1,0,F M S,Monaco,9,6.241166643798351,19.081073021516204,10.245913345366716,16/17,0.29973836859658914,0.2151302175189014,0.5148685861154906
3461,Majeed Waris,35,2839,9,11.802635362371802,5,4.03849115408957,79,28,5,0,F M S,Lorient,8,9.522349996492267,16.786057306453586,5.407948020845652,16/17,0.12802543285243442,0.30187090513712717,0.4298963379895616
3526,Ronny Rodelin,37,2958,9,8.068380589596927,3,3.5160864386707544,95,36,4,0,F M S,Caen,8,6.548190328292549,10.852000646293163,4.117475358769298,16/17,0.10698031760661525,0.19923499984662926,0.3062153174532445
3667,Nabil Fekir,32,2240,9,8.730946157127619,4,5.595584454014897,71,64,5,1,F M S,Lyon,7,7.210755977779627,14.646494153887033,6.5628632521256804,16/17,0.2248225896702414,0.28971787410721717,0.5145404637774585
5622,Júlio Tavares,35,2766,9,8.082953996025026,3,2.70791466999799,55,29,3,0,F S,Dijon,7,6.562763720750809,11.455054866150022,4.312408542260528,16/17,0.08811002180036843,0.21353894969905016,0.3016489714994186
3186,Mathieu Valbuena,30,1481,8,3.4303200896829367,5,5.01950359903276,45,47,6,0,F M S,Lyon,8,3.4303200896829367,9.922255502082407,5.779340671375394,16/17,0.30503397968463764,0.20845969484906435,0.513493674533702
3473,Yannis Salibur,35,2838,8,7.0900799036026,4,6.752770625054836,91,55,2,0,F M S,Guingamp,7,6.329984724521637,13.787999782711267,5.227634023874998,16/17,0.21414705999116815,0.20073947329349798,0.4148865332846661
3577,Cheick Diabaté,14,1058,8,6.722535411827266,1,1.2792842146009207,27,9,2,0,F S,Metz,5,4.442249937914312,5.026956260204315,0.6084627024829388,16/17,0.10882379897361329,0.37788515539913803,0.4867089543727513
3603,Corentin Tolisso,31,2581,8,7.112147058360279,5,6.098606032319367,66,44,1,1,D M S,Lyon,8,7.112147058360279,22.32900767493993,13.284889903850853,16/17,0.212659644675995,0.24800202838141228,0.46066167305740724
3635,Bernardo Silva,37,2829,8,5.707654282450676,9,7.408504134044051,60,60,3,0,M S,Monaco,8,5.707654282450676,20.6950120087713,10.737330049276352,16/17,0.235689421019429,0.18157966964318162,0.41726909066261064
3754,Issiar Dia,31,2004,8,3.1254708133637905,3,2.4893631115555763,31,14,3,0,F S,Nancy,7,2.365375678986311,4.937918851152062,1.568736508488655,16/17,0.11179774453093906,0.10622944666106188,0.21802719119200092
4768,Wylan Cyprien,29,2430,8,3.535253115929663,3,2.2022021720185876,52,26,2,0,F M S,Nice,8,3.535253115929663,14.898982148617506,11.011067256331444,16/17,0.08156304340809584,0.13093530058998754,0.21249834399808337
5730,Famara Diedhiou,31,2297,8,8.624582264572382,1,3.1739546451717615,57,31,6,0,F S,Angers,7,7.10439195856452,11.517615864053369,2.858595931902528,16/17,0.12436043450825361,0.2783610258035728,0.40272146031182643
